项目ID,请求专业类型,学校,学院,项目名称,标准项目名称,方向,项目类型,年份,录取分析标题,总成绩计算方式,分数段,拟录人数,进入复试人数,分段录取率,来源网站,更新时间
126,MBA,清华大学,五道口金融学院,清华-康奈尔双学位金融MBA项目,清华-康奈尔双学位金融MBA项目,康奈尔双学位金融MBA项目,非全日制,2025,MBA(非全),,210-219,5,0,0.0,MBA大师,2026-03-12 17:36:35
126,MBA,清华大学,五道口金融学院,清华-康奈尔双学位金融MBA项目,清华-康奈尔双学位金融MBA项目,康奈尔双学位金融MBA项目,非全日制,2025,MBA(非全),,220-229,2,0,0.0,MBA大师,2026-03-12 17:36:35
126,MBA,清华大学,五道口金融学院,清华-康奈尔双学位金融MBA项目,清华-康奈尔双学位金融MBA项目,康奈尔双学位金融MBA项目,非全日制,2025,MBA(非全),,230-239,11,0,0.0,MBA大师,2026-03-12 17:36:35
128,MBA,清华大学,清华大学深圳国际研究生院,清华科技创新MBA项目（深圳）,清华科技创新MBA项目（深圳）,nan,非全日制,2025,MBA(非全),总成绩（满分600分）=初试成绩（满分300分）+面试成绩（满分100 分）*3,151-159,2,12,16.67,MBA大师,2025-06-23 09:57:38
128,MBA,清华大学,清华大学深圳国际研究生院,清华科技创新MBA项目（深圳）,清华科技创新MBA项目（深圳）,nan,非全日制,2025,MBA(非全),总成绩（满分600分）=初试成绩（满分300分）+面试成绩（满分100 分）*3,160-169,6,12,50.0,MBA大师,2025-06-23 09:57:40
128,MBA,清华大学,清华大学深圳国际研究生院,清华科技创新MBA项目（深圳）,清华科技创新MBA项目（深圳）,nan,非全日制,2025,MBA(非全),总成绩（满分600分）=初试成绩（满分300分）+面试成绩（满分100 分）*3,170-179,9,13,69.23,MBA大师,2025-06-23 09:57:41
128,MBA,清华大学,清华大学深圳国际研究生院,清华科技创新MBA项目（深圳）,清华科技创新MBA项目（深圳）,nan,非全日制,2025,MBA(非全),总成绩（满分600分）=初试成绩（满分300分）+面试成绩（满分100 分）*3,180-189,13,14,92.86,MBA大师,2025-06-23 09:57:42
128,MBA,清华大学,清华大学深圳国际研究生院,清华科技创新MBA项目（深圳）,清华科技创新MBA项目（深圳）,nan,非全日制,2025,MBA(非全),总成绩（满分600分）=初试成绩（满分300分）+面试成绩（满分100 分）*3,190-199,8,10,80.0,MBA大师,2025-06-23 09:57:42
128,MBA,清华大学,清华大学深圳国际研究生院,清华科技创新MBA项目（深圳）,清华科技创新MBA项目（深圳）,nan,非全日制,2025,MBA(非全),总成绩（满分600分）=初试成绩（满分300分）+面试成绩（满分100 分）*3,200-209,8,8,100.0,MBA大师,2025-06-23 09:57:43
128,MBA,清华大学,清华大学深圳国际研究生院,清华科技创新MBA项目（深圳）,清华科技创新MBA项目（深圳）,nan,非全日制,2025,MBA(非全),总成绩（满分600分）=初试成绩（满分300分）+面试成绩（满分100 分）*3,210-219,4,5,80.0,MBA大师,2025-06-23 09:57:44
128,MBA,清华大学,清华大学深圳国际研究生院,清华科技创新MBA项目（深圳）,清华科技创新MBA项目（深圳）,nan,非全日制,2025,MBA(非全),总成绩（满分600分）=初试成绩（满分300分）+面试成绩（满分100 分）*3,220-229,2,2,100.0,MBA大师,2025-06-23 09:57:44
128,MBA,清华大学,清华大学深圳国际研究生院,清华科技创新MBA项目（深圳）,清华科技创新MBA项目（深圳）,nan,非全日制,2025,MBA(非全),总成绩（满分600分）=初试成绩（满分300分）+面试成绩（满分100 分）*3,230-239,2,2,100.0,MBA大师,2025-06-23 09:57:45
128,MBA,清华大学,清华大学深圳国际研究生院,清华科技创新MBA项目（深圳）,清华科技创新MBA项目（深圳）,nan,非全日制,2025,MBA(非全),总成绩（满分600分）=初试成绩（满分300分）+面试成绩（满分100 分）*3,240以上,1,1,100.0,MBA大师,2025-06-23 09:57:45
136,MBA,北京航空航天大学,经济管理学院,(01)综合MBA,综合MBA,nan,非全日制,2025,MBA(非全),考生的总成绩计算方法为：总成绩=初试成绩+复试成绩。复试成绩满分为130分。其中，思想政治理论满分15分；英语听力口语满分15分；专业能力满分100分,0-150,2,2,100.0,MBA大师,2025-06-23 09:57:38
136,MBA,北京航空航天大学,经济管理学院,(01)综合MBA,综合MBA,nan,非全日制,2025,MBA(非全),考生的总成绩计算方法为：总成绩=初试成绩+复试成绩。复试成绩满分为130分。其中，思想政治理论满分15分；英语听力口语满分15分；专业能力满分100分,151-159,78,78,100.0,MBA大师,2025-06-23 09:57:38
136,MBA,北京航空航天大学,经济管理学院,(01)综合MBA,综合MBA,nan,非全日制,2025,MBA(非全),考生的总成绩计算方法为：总成绩=初试成绩+复试成绩。复试成绩满分为130分。其中，思想政治理论满分15分；英语听力口语满分15分；专业能力满分100分,160-169,80,81,98.77,MBA大师,2025-06-23 09:57:41
136,MBA,北京航空航天大学,经济管理学院,(01)综合MBA,综合MBA,nan,非全日制,2025,MBA(非全),考生的总成绩计算方法为：总成绩=初试成绩+复试成绩。复试成绩满分为130分。其中，思想政治理论满分15分；英语听力口语满分15分；专业能力满分100分,170-179,83,84,98.81,MBA大师,2025-06-23 09:57:41
136,MBA,北京航空航天大学,经济管理学院,(01)综合MBA,综合MBA,nan,非全日制,2025,MBA(非全),考生的总成绩计算方法为：总成绩=初试成绩+复试成绩。复试成绩满分为130分。其中，思想政治理论满分15分；英语听力口语满分15分；专业能力满分100分,180-189,55,58,94.83,MBA大师,2025-06-23 09:57:42
136,MBA,北京航空航天大学,经济管理学院,(01)综合MBA,综合MBA,nan,非全日制,2025,MBA(非全),考生的总成绩计算方法为：总成绩=初试成绩+复试成绩。复试成绩满分为130分。其中，思想政治理论满分15分；英语听力口语满分15分；专业能力满分100分,190-199,33,33,100.0,MBA大师,2025-06-23 09:57:42
136,MBA,北京航空航天大学,经济管理学院,(01)综合MBA,综合MBA,nan,非全日制,2025,MBA(非全),考生的总成绩计算方法为：总成绩=初试成绩+复试成绩。复试成绩满分为130分。其中，思想政治理论满分15分；英语听力口语满分15分；专业能力满分100分,200-209,22,22,100.0,MBA大师,2025-06-23 09:57:43
136,MBA,北京航空航天大学,经济管理学院,(01)综合MBA,综合MBA,nan,非全日制,2025,MBA(非全),考生的总成绩计算方法为：总成绩=初试成绩+复试成绩。复试成绩满分为130分。其中，思想政治理论满分15分；英语听力口语满分15分；专业能力满分100分,210-219,17,17,100.0,MBA大师,2025-06-23 09:57:44
136,MBA,北京航空航天大学,经济管理学院,(01)综合MBA,综合MBA,nan,非全日制,2025,MBA(非全),考生的总成绩计算方法为：总成绩=初试成绩+复试成绩。复试成绩满分为130分。其中，思想政治理论满分15分；英语听力口语满分15分；专业能力满分100分,220-229,6,6,100.0,MBA大师,2025-06-23 09:57:44
136,MBA,北京航空航天大学,经济管理学院,(01)综合MBA,综合MBA,nan,非全日制,2025,MBA(非全),考生的总成绩计算方法为：总成绩=初试成绩+复试成绩。复试成绩满分为130分。其中，思想政治理论满分15分；英语听力口语满分15分；专业能力满分100分,230-239,4,4,100.0,MBA大师,2025-06-23 09:57:45
137,MBA,北京理工大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试总成绩×50%+（复试成绩×3）×50%,151-159,0,7,0.0,MBA大师,2026-03-08 11:30:01
137,MBA,北京理工大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试总成绩×50%+（复试成绩×3）×50%,160-169,0,4,0.0,MBA大师,2026-03-08 11:30:01
137,MBA,北京理工大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试总成绩×50%+（复试成绩×3）×50%,170-179,0,6,0.0,MBA大师,2026-03-08 11:30:01
137,MBA,北京理工大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试总成绩×50%+（复试成绩×3）×50%,180-189,0,4,0.0,MBA大师,2026-03-08 11:30:01
137,MBA,北京理工大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试总成绩×50%+（复试成绩×3）×50%,190-199,0,1,0.0,MBA大师,2026-03-08 11:30:01
137,MBA,北京理工大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试总成绩×50%+（复试成绩×3）×50%,200-209,0,2,0.0,MBA大师,2026-03-08 11:30:01
157401,MBA,北京理工大学,珠海校区,MBA,MBA,nan,非全日制,2025,MBA(非全),初试、复试加权计算考生总成绩，初试占50%，复试占50%,151-159,7,0,0.0,MBA大师,2026-03-08 11:23:33
157401,MBA,北京理工大学,珠海校区,MBA,MBA,nan,非全日制,2025,MBA(非全),初试、复试加权计算考生总成绩，初试占50%，复试占50%,160-169,4,0,0.0,MBA大师,2026-03-08 11:23:33
157401,MBA,北京理工大学,珠海校区,MBA,MBA,nan,非全日制,2025,MBA(非全),初试、复试加权计算考生总成绩，初试占50%，复试占50%,170-179,6,0,0.0,MBA大师,2026-03-08 11:23:33
157401,MBA,北京理工大学,珠海校区,MBA,MBA,nan,非全日制,2025,MBA(非全),初试、复试加权计算考生总成绩，初试占50%，复试占50%,180-189,3,0,0.0,MBA大师,2026-03-08 11:23:33
157401,MBA,北京理工大学,珠海校区,MBA,MBA,nan,非全日制,2025,MBA(非全),初试、复试加权计算考生总成绩，初试占50%，复试占50%,190-199,1,0,0.0,MBA大师,2026-03-08 11:23:33
157401,MBA,北京理工大学,珠海校区,MBA,MBA,nan,非全日制,2025,MBA(非全),初试、复试加权计算考生总成绩，初试占50%，复试占50%,200-209,2,0,0.0,MBA大师,2026-03-08 11:23:33
138,MBA,中国农业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),录取成绩按总成绩进行排名，总成绩由初试成绩和复试成绩之和确定，其中初试成绩（折合百分制）占总成绩的50%，复试成绩（折合百分制）占总成绩的50%，总成绩满分100分。,151-159,46,0,0.0,MBA大师,2025-06-23 09:57:38
138,MBA,中国农业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),录取成绩按总成绩进行排名，总成绩由初试成绩和复试成绩之和确定，其中初试成绩（折合百分制）占总成绩的50%，复试成绩（折合百分制）占总成绩的50%，总成绩满分100分。,160-169,58,0,0.0,MBA大师,2025-06-23 09:57:39
138,MBA,中国农业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),录取成绩按总成绩进行排名，总成绩由初试成绩和复试成绩之和确定，其中初试成绩（折合百分制）占总成绩的50%，复试成绩（折合百分制）占总成绩的50%，总成绩满分100分。,170-179,53,0,0.0,MBA大师,2025-06-23 09:57:41
138,MBA,中国农业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),录取成绩按总成绩进行排名，总成绩由初试成绩和复试成绩之和确定，其中初试成绩（折合百分制）占总成绩的50%，复试成绩（折合百分制）占总成绩的50%，总成绩满分100分。,180-189,37,0,0.0,MBA大师,2025-06-23 09:57:41
138,MBA,中国农业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),录取成绩按总成绩进行排名，总成绩由初试成绩和复试成绩之和确定，其中初试成绩（折合百分制）占总成绩的50%，复试成绩（折合百分制）占总成绩的50%，总成绩满分100分。,190-199,23,0,0.0,MBA大师,2025-06-23 09:57:42
138,MBA,中国农业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),录取成绩按总成绩进行排名，总成绩由初试成绩和复试成绩之和确定，其中初试成绩（折合百分制）占总成绩的50%，复试成绩（折合百分制）占总成绩的50%，总成绩满分100分。,200-209,19,0,0.0,MBA大师,2025-06-23 09:57:43
138,MBA,中国农业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),录取成绩按总成绩进行排名，总成绩由初试成绩和复试成绩之和确定，其中初试成绩（折合百分制）占总成绩的50%，复试成绩（折合百分制）占总成绩的50%，总成绩满分100分。,210-219,3,0,0.0,MBA大师,2025-06-23 09:57:43
138,MBA,中国农业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),录取成绩按总成绩进行排名，总成绩由初试成绩和复试成绩之和确定，其中初试成绩（折合百分制）占总成绩的50%，复试成绩（折合百分制）占总成绩的50%，总成绩满分100分。,220-229,2,0,0.0,MBA大师,2025-06-23 09:57:44
138,MBA,中国农业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),录取成绩按总成绩进行排名，总成绩由初试成绩和复试成绩之和确定，其中初试成绩（折合百分制）占总成绩的50%，复试成绩（折合百分制）占总成绩的50%，总成绩满分100分。,230-239,1,0,0.0,MBA大师,2025-06-23 09:57:44
134,MBA,北京师范大学,经济与工商管理学院,人力资源管理与应用心理,人力资源管理与应用心理,nan,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,151-159,44,45,97.78,MBA大师,2025-06-27 18:17:05
134,MBA,北京师范大学,经济与工商管理学院,人力资源管理与应用心理,人力资源管理与应用心理,nan,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,160-169,54,56,96.43,MBA大师,2025-06-27 18:17:05
134,MBA,北京师范大学,经济与工商管理学院,人力资源管理与应用心理,人力资源管理与应用心理,nan,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,170-179,43,43,100.0,MBA大师,2025-06-27 18:17:05
134,MBA,北京师范大学,经济与工商管理学院,人力资源管理与应用心理,人力资源管理与应用心理,nan,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,180-189,27,28,96.43,MBA大师,2025-06-27 18:17:05
134,MBA,北京师范大学,经济与工商管理学院,人力资源管理与应用心理,人力资源管理与应用心理,nan,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,190-199,19,19,100.0,MBA大师,2025-06-27 18:17:05
134,MBA,北京师范大学,经济与工商管理学院,人力资源管理与应用心理,人力资源管理与应用心理,nan,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,200-209,6,6,100.0,MBA大师,2025-06-27 18:17:05
134,MBA,北京师范大学,经济与工商管理学院,人力资源管理与应用心理,人力资源管理与应用心理,nan,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,210-219,5,5,100.0,MBA大师,2025-06-27 18:17:05
134,MBA,北京师范大学,经济与工商管理学院,人力资源管理与应用心理,人力资源管理与应用心理,nan,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,220-229,2,2,100.0,MBA大师,2025-06-27 18:17:05
3900,MBA,北京师范大学,湾区国际商学院,不设方向（珠海）,不设方向（珠海）,不设方向（珠海）,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,151-159,2,2,100.0,MBA大师,2025-06-24 16:07:34
3900,MBA,北京师范大学,湾区国际商学院,不设方向（珠海）,不设方向（珠海）,不设方向（珠海）,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,160-169,1,1,100.0,MBA大师,2025-06-24 16:07:34
3900,MBA,北京师范大学,湾区国际商学院,不设方向（珠海）,不设方向（珠海）,不设方向（珠海）,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,190-199,2,3,66.67,MBA大师,2025-06-24 16:07:34
3900,MBA,北京师范大学,湾区国际商学院,不设方向（珠海）,不设方向（珠海）,不设方向（珠海）,非全日制,2025,MBA(非全),考生总成绩=初试总分+复试总分,200-209,1,1,100.0,MBA大师,2025-06-24 16:07:34
139,MBA,中央民族大学,管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),考生最终成绩（百分制）＝初试总分÷3×50%＋复试成绩（百分制）×50%,151-159,26,19,136.84,MBA大师,2025-10-11 10:09:25
139,MBA,中央民族大学,管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),考生最终成绩（百分制）＝初试总分÷3×50%＋复试成绩（百分制）×50%,160-169,33,22,150.0,MBA大师,2025-10-11 10:09:25
139,MBA,中央民族大学,管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),考生最终成绩（百分制）＝初试总分÷3×50%＋复试成绩（百分制）×50%,170-179,23,13,176.92,MBA大师,2025-10-11 10:09:25
139,MBA,中央民族大学,管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),考生最终成绩（百分制）＝初试总分÷3×50%＋复试成绩（百分制）×50%,180-189,20,17,117.65,MBA大师,2025-10-11 10:09:25
139,MBA,中央民族大学,管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),考生最终成绩（百分制）＝初试总分÷3×50%＋复试成绩（百分制）×50%,190-199,6,5,120.0,MBA大师,2025-10-11 10:09:25
139,MBA,中央民族大学,管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),考生最终成绩（百分制）＝初试总分÷3×50%＋复试成绩（百分制）×50%,200-209,2,0,0.0,MBA大师,2025-10-11 10:09:25
139,MBA,中央民族大学,管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),考生最终成绩（百分制）＝初试总分÷3×50%＋复试成绩（百分制）×50%,210-219,2,1,200.0,MBA大师,2025-10-11 10:09:25
139,MBA,中央民族大学,管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),考生最终成绩（百分制）＝初试总分÷3×50%＋复试成绩（百分制）×50%,220-229,1,1,100.0,MBA大师,2025-10-11 10:09:25
132,MBA,中国人民大学,商学院,MBA国际班,MBA国际班,国际班,全日制,2025,MBA(全),初试成绩权重为60%，复试成绩权重40%。,151-159,8,30,0.0,MBA大师,2026-03-08 11:23:33
132,MBA,中国人民大学,商学院,MBA国际班,MBA国际班,国际班,全日制,2025,MBA(全),初试成绩权重为60%，复试成绩权重40%。,160-169,2,44,0.0,MBA大师,2026-03-08 11:23:33
132,MBA,中国人民大学,商学院,MBA国际班,MBA国际班,国际班,全日制,2025,MBA(全),初试成绩权重为60%，复试成绩权重40%。,170-179,3,62,0.0,MBA大师,2026-03-08 11:23:33
132,MBA,中国人民大学,商学院,MBA国际班,MBA国际班,国际班,全日制,2025,MBA(全),初试成绩权重为60%，复试成绩权重40%。,180-189,5,24,0.0,MBA大师,2026-03-08 11:23:33
132,MBA,中国人民大学,商学院,MBA国际班,MBA国际班,国际班,全日制,2025,MBA(全),初试成绩权重为60%，复试成绩权重40%。,190-199,13,44,0.0,MBA大师,2026-03-08 11:23:33
132,MBA,中国人民大学,商学院,MBA国际班,MBA国际班,国际班,全日制,2025,MBA(全),初试成绩权重为60%，复试成绩权重40%。,200-209,7,32,0.0,MBA大师,2026-03-08 11:23:33
132,MBA,中国人民大学,商学院,MBA国际班,MBA国际班,国际班,全日制,2025,MBA(全),初试成绩权重为60%，复试成绩权重40%。,210-219,11,24,0.0,MBA大师,2026-03-08 11:23:33
132,MBA,中国人民大学,商学院,MBA国际班,MBA国际班,国际班,全日制,2025,MBA(全),初试成绩权重为60%，复试成绩权重40%。,220-229,4,12,0.0,MBA大师,2026-03-08 11:23:33
132,MBA,中国人民大学,商学院,MBA国际班,MBA国际班,国际班,全日制,2025,MBA(全),初试成绩权重为60%，复试成绩权重40%。,230-239,2,6,0.0,MBA大师,2026-03-08 11:23:33
141,MBA,北京交通大学,经济管理学院,(01)英文MBA,英文MBA,nan,全日制,2025,MBA(全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,151-159,9,9,100.0,MBA大师,2025-06-30 16:55:58
141,MBA,北京交通大学,经济管理学院,(01)英文MBA,英文MBA,nan,全日制,2025,MBA(全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,160-169,10,10,100.0,MBA大师,2025-06-30 16:55:58
141,MBA,北京交通大学,经济管理学院,(01)英文MBA,英文MBA,nan,全日制,2025,MBA(全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,170-179,11,12,91.67,MBA大师,2025-06-30 16:55:58
141,MBA,北京交通大学,经济管理学院,(01)英文MBA,英文MBA,nan,全日制,2025,MBA(全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,180-189,6,6,100.0,MBA大师,2025-06-30 16:55:58
141,MBA,北京交通大学,经济管理学院,(01)英文MBA,英文MBA,nan,全日制,2025,MBA(全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,190-199,7,7,100.0,MBA大师,2025-06-30 16:55:58
141,MBA,北京交通大学,经济管理学院,(01)英文MBA,英文MBA,nan,全日制,2025,MBA(全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,200-209,9,9,100.0,MBA大师,2025-06-30 16:55:58
141,MBA,北京交通大学,经济管理学院,(01)英文MBA,英文MBA,nan,全日制,2025,MBA(全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,210-219,6,6,100.0,MBA大师,2025-06-30 16:55:58
141,MBA,北京交通大学,经济管理学院,智慧交通与物流MBA,智慧交通与物流MBA,nan,非全日制,2025,MBA(非全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,151-159,24,25,96.0,MBA大师,2025-06-23 09:57:38
141,MBA,北京交通大学,经济管理学院,智慧交通与物流MBA,智慧交通与物流MBA,nan,非全日制,2025,MBA(非全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,160-169,20,23,86.96,MBA大师,2025-06-23 09:57:39
141,MBA,北京交通大学,经济管理学院,智慧交通与物流MBA,智慧交通与物流MBA,nan,非全日制,2025,MBA(非全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,170-179,19,19,100.0,MBA大师,2025-06-23 09:57:41
141,MBA,北京交通大学,经济管理学院,智慧交通与物流MBA,智慧交通与物流MBA,nan,非全日制,2025,MBA(非全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,180-189,11,13,84.62,MBA大师,2025-06-23 09:57:41
141,MBA,北京交通大学,经济管理学院,智慧交通与物流MBA,智慧交通与物流MBA,nan,非全日制,2025,MBA(非全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,190-199,5,5,100.0,MBA大师,2025-06-23 09:57:42
141,MBA,北京交通大学,经济管理学院,智慧交通与物流MBA,智慧交通与物流MBA,nan,非全日制,2025,MBA(非全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,200-209,5,5,100.0,MBA大师,2025-06-23 09:57:43
141,MBA,北京交通大学,经济管理学院,智慧交通与物流MBA,智慧交通与物流MBA,nan,非全日制,2025,MBA(非全),总成绩按照初试成绩（满分300分）的60%和复试成绩（满分220分）的40%相加,220-229,2,2,100.0,MBA大师,2025-06-23 09:57:44
142,MBA,北京工业大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=[初试成绩总分×1÷3×50%]+[复试成绩总分×50%],151-159,14,33,42.42,MBA大师,2025-06-23 09:57:38
142,MBA,北京工业大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=[初试成绩总分×1÷3×50%]+[复试成绩总分×50%],160-169,51,86,59.3,MBA大师,2025-06-23 09:57:39
142,MBA,北京工业大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=[初试成绩总分×1÷3×50%]+[复试成绩总分×50%],170-179,48,52,92.31,MBA大师,2025-06-23 09:57:41
142,MBA,北京工业大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=[初试成绩总分×1÷3×50%]+[复试成绩总分×50%],180-189,24,24,100.0,MBA大师,2025-06-23 09:57:41
142,MBA,北京工业大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=[初试成绩总分×1÷3×50%]+[复试成绩总分×50%],190-199,12,12,100.0,MBA大师,2025-06-23 09:57:42
142,MBA,北京工业大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=[初试成绩总分×1÷3×50%]+[复试成绩总分×50%],200-209,8,8,100.0,MBA大师,2025-06-23 09:57:43
142,MBA,北京工业大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=[初试成绩总分×1÷3×50%]+[复试成绩总分×50%],210-219,4,4,100.0,MBA大师,2025-06-23 09:57:43
142,MBA,北京工业大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=[初试成绩总分×1÷3×50%]+[复试成绩总分×50%],220-229,3,3,100.0,MBA大师,2025-06-23 09:57:44
140,MBA,北京科技大学,经济管理学院,(04)对外投资合作管理,对外投资合作管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩+复试总成绩+特殊政策加分。,151-159,73,27,0.0,MBA大师,2026-03-08 11:23:33
140,MBA,北京科技大学,经济管理学院,(04)对外投资合作管理,对外投资合作管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩+复试总成绩+特殊政策加分。,160-169,45,28,0.0,MBA大师,2026-03-08 11:23:33
140,MBA,北京科技大学,经济管理学院,(04)对外投资合作管理,对外投资合作管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩+复试总成绩+特殊政策加分。,170-179,30,24,0.0,MBA大师,2026-03-08 11:23:33
140,MBA,北京科技大学,经济管理学院,(04)对外投资合作管理,对外投资合作管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩+复试总成绩+特殊政策加分。,180-189,18,12,0.0,MBA大师,2026-03-08 11:23:33
140,MBA,北京科技大学,经济管理学院,(04)对外投资合作管理,对外投资合作管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩+复试总成绩+特殊政策加分。,190-199,15,14,0.0,MBA大师,2026-03-08 11:23:33
140,MBA,北京科技大学,经济管理学院,(04)对外投资合作管理,对外投资合作管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩+复试总成绩+特殊政策加分。,200-209,16,8,0.0,MBA大师,2026-03-08 11:23:33
140,MBA,北京科技大学,经济管理学院,(04)对外投资合作管理,对外投资合作管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩+复试总成绩+特殊政策加分。,210-219,12,3,0.0,MBA大师,2026-03-08 11:23:33
140,MBA,北京科技大学,经济管理学院,(04)对外投资合作管理,对外投资合作管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩+复试总成绩+特殊政策加分。,220-229,2,0,0.0,MBA大师,2026-03-08 11:23:33
158,MBA,北方工业大学,经济管理学院,人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×60%+复试成绩×40%。,151-159,16,0,0.0,MBA大师,2026-03-08 11:23:33
158,MBA,北方工业大学,经济管理学院,人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×60%+复试成绩×40%。,160-169,16,0,0.0,MBA大师,2026-03-08 11:23:33
158,MBA,北方工业大学,经济管理学院,人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×60%+复试成绩×40%。,170-179,9,0,0.0,MBA大师,2026-03-08 11:23:33
158,MBA,北方工业大学,经济管理学院,人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×60%+复试成绩×40%。,180-189,6,0,0.0,MBA大师,2026-03-08 11:23:33
158,MBA,北方工业大学,经济管理学院,人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×60%+复试成绩×40%。,190-199,3,0,0.0,MBA大师,2026-03-08 11:23:33
158,MBA,北方工业大学,经济管理学院,人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),总成绩=初试总成绩÷3×60%+复试成绩×40%。,0-150,1,1,100.0,MBA大师,2025-06-23 09:57:37
158,MBA,北方工业大学,经济管理学院,人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),总成绩=初试总成绩÷3×60%+复试成绩×40%。,151-159,10,10,100.0,MBA大师,2025-06-23 09:57:38
158,MBA,北方工业大学,经济管理学院,人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),总成绩=初试总成绩÷3×60%+复试成绩×40%。,160-169,9,9,100.0,MBA大师,2025-06-23 09:57:39
